id,Firmano,Ad,Aciklama,OlusturmaTarihSaat,OlusturmaKullaniciUnvan,DegistirmeTarihSaat,DegistirmeKullaniciUnvan,SilTarihSaat,SilKullaniciUnvan,Sil,RemoteId
1,1,BAKIYE,"Sayın <UNVAN>; Mevcut Borç Bakiyeniz <TARIH> itibari ile <BAKIYE> TL' dir.En kısa zamanda ödenmesini rica eder, saygılar sunarız.",2021-11-03 04:58:57,SİSTEM YÖNETİCİSİ,2021-11-04 04:00:58,SİSTEM YÖNETİCİSİ,,,False,0
