id,firmano,tip,kod,ad,parabrm,giren,cikan,olususer,olustarsaat,deguser,degtarsaat,sil,dataok,sr,muhkod,muhonkod,cekmuhkod,Ac_Tarih,UserIdIn
1,0.0,0,K0001,TL KASA,TL,0.0,0.0,SİSTEM,2021-06-25 12:13:06,,,0,0,1,,,,,
