id,tarih,firmano,usr,kayitid,ack,ip,pcadi,islem,tablo,deguser,degtarsaat,olususer,olustarsaat
1,2020-08-08 22:11:39,0.0,SİSTEM,1.0,,,,KAYIT,depokart,,,,
