id,trs_id,tarih,saat,cfirmano,gfirmano,Girdepkod,Girdep_id,Cikdepkod,Cikdep_id,Bel_Seri,Bel_No,Ack,Yertip,Yerad,olususer,olustarsaat,deguser,degtarsaat,sil,GirDep_Tip,CikDep_Tip,Gen_Top,kayok
1,,,,,,,,,,,,,,,,,,,1,,,,
