id,firmano,kod,ad,sistemkasa,otomas1,otomas2,mardepo,pomvardiackfaz,pomvarditeskasa,marvarditeskasa,alsatfiykontrol,bacarigiris,haricistokgiris,yenicarigrp,varkapislemtariheata,varteslimatkasateksatir,pommailgonder,marmailgonder,vadfarkgelgid,pom_kapsec,sistem_ytlstr,sistem_kasakur,grp_perpomid,grp_permarid,grp_madyagid,akyakitstokbrm,marketstokbrm,grp_gelirid,grp_giderid,grp_madeniyagid,grp_musid,grp_satid,devirtarihsaat,deviruserad,marsatgiderkart,marsatstkuyrses,printrenksiz,dbversion,iskonto_gid,cekmaskod,marketsatpbrm,marsateksistok,pomvarozet,marvardiackfaz,adres1,adres2,sayimtip,posmaskod,fisesasbrm,alfisesbrm,deguser,degtarsaat,olususer,olustarsaat,kap,grp_hizmet,donem_tarih,yazbarkont,vts_fis_yazdir,carimailgonder,zrap_carkod,terazikarksay,fatesasbrm,kas_fin_var,var_tes_tek,oto_belgeno,muh_entegre,carvadfarkgelgid,yedek_dizin,marsatf2ekran,marpossatkod,per_maasgidkart,grid_secrenk,sistem_parabrm,tel_no,fax_no,alfatesbrm,fisyenfiygelgid,hvz_fis_oto,ver_fis_kisa,fisvad_eksi_izni,fat_iskonto_kart,rap_hrk_bas_tar,hvz_fis_kart_oto,lim_asim_sor,fis_iskonto_kart,vts_oto_var_aktar,plaka_kont_dev,Para_Ondalik,plaka_yeni_sor,Var_Veresi_Fis,Var_Alacak_Fis,Prom_Depo,Prom_Fis_Rap,Var_Hrk_Tar_isle,vts_fis_cari_sec,var_fis_emtia_isle,Kur_Sor,Var_Top_Eposta,Muh_PosCarKod,Muh_PosGidKod,Puan_Yuv_Tip,SayimKont,Kart_Unvan_Kod,Kasa_Tarih,fat_ver_satir_deg,Akaryakit_Tum_Firma,Pom_Var_Eksi_Stok,Zrapor_Esas_Brm,Market_Sube,BekoPos_Otomatik,mar_kapsec,market1FiyatGit,Pom_Var_Otomas_Plaka,Var_Pos_Isle,Market_Stok_AltGrup,FaturaFisIskonto,TTS_BankaKod,EfaturaSeriNoOto,Oto_FisVade,Oto_FisVadeZaman,Entegre_SubeNo,CariAvansTakip,TTS_BankaKod2,MarketCikisSifre,Puan_Plaka_Kont,MarketCikisSifreKod,BedelsizBarkodKontrol,Mar_Var_Pos_Isle
1,1,OZGUR,ÖZGÜR PETROL,K0001,,,M0001,GDAF,,,0,1,1,2,0,1,0,0,VDFARK,0,TL,1.0,4,5,,LT,AD,7,6,8,2,3,,,MARSATGID,0,1,1.4.12-04,GID001,CEKMAS,TL,1,0,GDAF,,,2,GID002,0,0,,,,,0,0,0,1,1,0,,7,1,0,0,0,Yok,,D:\Petro_Yedek,1,,GID003,4227327,TL,,,,,0,0,0,,,0,1,,1,,2,,11,12,1,37,0,1,False,0,0,,,0,1,0,False,0,,True,1,False,False,0,False,False,True,,False,,True,False,04:30:00,,False,,False,0,,False,True
